timestamp,city,temperature_C,humidity_%,air_quality_index,weather_condition
2023-01-01 22:00:00,Johannesburg,18.1,40,63,Cloudy
2023-01-01 22:00:00,Cape Town,30.3,71,155,Foggy
2023-01-01 22:00:00,Durban,22.9,78,98,Stormy
2023-01-01 22:00:00,Pretoria,24.9,61,122,Sunny
2023-01-01 22:00:00,Bloemfontein,14.4,55,115,Sunny
2023-01-01 23:00:00,Johannesburg,19.6,68,98,Sunny
2023-01-01 23:00:00,Cape Town,20.6,44,173,Cloudy
2023-01-01 23:00:00,Durban,19.0,65,114,Cloudy
2023-01-01 23:00:00,Pretoria,15.5,69,130,Stormy
2023-01-01 23:00:00,Bloemfontein,21.5,62,39,Foggy
2023-01-02 00:00:00,Johannesburg,22.0,44,33,Sunny
2023-01-02 00:00:00,Cape Town,25.8,55,53,Stormy
2023-01-02 00:00:00,Durban,23.7,59,169,Stormy
2023-01-02 00:00:00,Pretoria,26.6,89,153,Foggy
2023-01-02 00:00:00,Bloemfontein,23.1,82,130,Stormy
2023-01-02 01:00:00,Johannesburg,20.6,51,96,Foggy
2023-01-02 01:00:00,Cape Town,24.5,82,73,Rainy
2023-01-02 01:00:00,Durban,27.3,68,170,Foggy
2023-01-02 01:00:00,Pretoria,19.3,89,64,Sunny
2023-01-02 01:00:00,Bloemfontein,15.7,62,110,Sunny
2023-01-02 02:00:00,Johannesburg,16.2,49,119,Foggy
2023-01-02 02:00:00,Cape Town,29.9,73,144,Rainy
2023-01-02 02:00:00,Durban,18.9,89,104,Rainy
2023-01-02 02:00:00,Pretoria,20.2,68,149,Sunny
2023-01-02 02:00:00,Bloemfontein,26.1,75,167,Rainy
2023-01-02 03:00:00,Johannesburg,25.1,76,128,Stormy
2023-01-02 03:00:00,Cape Town,13.1,78,125,Cloudy
2023-01-02 03:00:00,Durban,15.9,63,66,Stormy
2023-01-02 03:00:00,Pretoria,25.8,62,128,Sunny
2023-01-02 03:00:00,Bloemfontein,16.4,80,59,Rainy
2023-01-02 04:00:00,Johannesburg,22.1,87,115,Foggy
2023-01-02 04:00:00,Cape Town,26.7,52,48,Cloudy
2023-01-02 04:00:00,Durban,23.6,58,140,Foggy
2023-01-02 04:00:00,Pretoria,21.3,55,146,Sunny
2023-01-02 04:00:00,Bloemfontein,23.0,60,82,Rainy
2023-01-02 05:00:00,Johannesburg,18.0,62,173,Foggy
2023-01-02 05:00:00,Cape Town,18.5,70,151,Foggy
2023-01-02 05:00:00,Durban,22.0,44,104,Cloudy
2023-01-02 05:00:00,Pretoria,25.1,77,36,Cloudy
2023-01-02 05:00:00,Bloemfontein,28.8,85,170,Rainy
2023-01-02 06:00:00,Johannesburg,19.5,66,151,Cloudy
2023-01-02 06:00:00,Cape Town,15.2,41,34,Foggy
2023-01-02 06:00:00,Durban,14.1,47,138,Foggy
2023-01-02 06:00:00,Pretoria,22.4,40,115,Sunny
2023-01-02 06:00:00,Bloemfontein,18.4,83,120,Foggy
2023-01-02 07:00:00,Johannesburg,20.9,49,119,Rainy
2023-01-02 07:00:00,Cape Town,18.4,84,170,Stormy
2023-01-02 07:00:00,Durban,12.6,89,155,Sunny
2023-01-02 07:00:00,Pretoria,23.6,40,160,Sunny
2023-01-02 07:00:00,Bloemfontein,17.9,52,121,Rainy
2023-01-02 08:00:00,Johannesburg,21.5,88,85,Rainy
2023-01-02 08:00:00,Cape Town,24.0,72,146,Cloudy
2023-01-02 08:00:00,Durban,22.3,50,176,Sunny
2023-01-02 08:00:00,Pretoria,26.9,59,175,Cloudy
2023-01-02 08:00:00,Bloemfontein,19.6,54,30,Foggy
2023-01-02 09:00:00,Johannesburg,19.2,42,173,Sunny
2023-01-02 09:00:00,Cape Town,23.8,49,45,Sunny
2023-01-02 09:00:00,Durban,23.0,47,131,Stormy
2023-01-02 09:00:00,Pretoria,32.9,47,151,Sunny
2023-01-02 09:00:00,Bloemfontein,18.0,67,119,Foggy
2023-01-02 10:00:00,Johannesburg,15.2,67,130,Cloudy
2023-01-02 10:00:00,Cape Town,19.2,80,174,Cloudy
2023-01-02 10:00:00,Durban,18.8,52,170,Stormy
2023-01-02 10:00:00,Pretoria,14.0,85,64,Foggy
2023-01-02 10:00:00,Bloemfontein,25.7,41,39,Cloudy
2023-01-02 11:00:00,Johannesburg,29.4,69,138,Rainy
2023-01-02 11:00:00,Cape Town,20.5,40,175,Foggy
2023-01-02 11:00:00,Durban,16.2,71,40,Foggy
2023-01-02 11:00:00,Pretoria,13.4,61,88,Stormy
2023-01-02 11:00:00,Bloemfontein,28.8,66,127,Cloudy
2023-01-02 12:00:00,Johannesburg,23.7,44,131,Foggy
2023-01-02 12:00:00,Cape Town,31.6,42,52,Cloudy
2023-01-02 12:00:00,Durban,19.7,53,139,Rainy
2023-01-02 12:00:00,Pretoria,25.1,40,80,Stormy
2023-01-02 12:00:00,Bloemfontein,17.6,40,142,Rainy
2023-01-02 13:00:00,Johannesburg,18.6,79,61,Stormy
2023-01-02 13:00:00,Cape Town,22.0,42,152,Foggy
2023-01-02 13:00:00,Durban,19.9,89,41,Stormy
2023-01-02 13:00:00,Pretoria,19.2,62,114,Sunny
2023-01-02 13:00:00,Bloemfontein,34.7,53,95,Cloudy
2023-01-02 14:00:00,Johannesburg,23.0,89,127,Cloudy
2023-01-02 14:00:00,Cape Town,22.2,57,59,Sunny
2023-01-02 14:00:00,Durban,17.7,73,81,Rainy
2023-01-02 14:00:00,Pretoria,22.6,77,108,Sunny
2023-01-02 14:00:00,Bloemfontein,30.1,56,162,Foggy
2023-01-02 15:00:00,Johannesburg,15.1,68,161,Foggy
2023-01-02 15:00:00,Cape Town,28.1,56,113,Cloudy
2023-01-02 15:00:00,Durban,21.3,63,98,Foggy
2023-01-02 15:00:00,Pretoria,22.0,52,155,Cloudy
2023-01-02 15:00:00,Bloemfontein,24.0,82,72,Sunny
2023-01-02 16:00:00,Johannesburg,21.4,62,109,Sunny
2023-01-02 16:00:00,Cape Town,21.6,70,147,Sunny
2023-01-02 16:00:00,Durban,17.5,43,54,Cloudy
2023-01-02 16:00:00,Pretoria,24.8,42,125,Sunny
2023-01-02 16:00:00,Bloemfontein,32.3,89,90,Sunny
2023-01-02 17:00:00,Johannesburg,20.4,58,50,Rainy
2023-01-02 17:00:00,Cape Town,19.3,61,178,Sunny
2023-01-02 17:00:00,Durban,18.0,45,30,Foggy
2023-01-02 17:00:00,Pretoria,11.3,85,63,Cloudy
2023-01-02 17:00:00,Bloemfontein,24.6,88,107,Rainy
2023-01-02 18:00:00,Johannesburg,15.9,65,76,Stormy
2023-01-02 18:00:00,Cape Town,16.2,61,85,Cloudy
2023-01-02 18:00:00,Durban,21.4,40,37,Foggy
2023-01-02 18:00:00,Pretoria,20.9,88,128,Cloudy
2023-01-02 18:00:00,Bloemfontein,19.3,61,43,Foggy
2023-01-02 19:00:00,Johannesburg,19.1,65,57,Foggy
2023-01-02 19:00:00,Cape Town,18.9,84,43,Stormy
2023-01-02 19:00:00,Durban,11.0,46,32,Cloudy
2023-01-02 19:00:00,Pretoria,22.1,86,47,Stormy
2023-01-02 19:00:00,Bloemfontein,26.8,77,144,Stormy
2023-01-02 20:00:00,Johannesburg,17.9,76,57,Cloudy
2023-01-02 20:00:00,Cape Town,17.5,49,68,Sunny
2023-01-02 20:00:00,Durban,16.7,65,155,Sunny
2023-01-02 20:00:00,Pretoria,18.7,83,54,Stormy
2023-01-02 20:00:00,Bloemfontein,23.1,43,167,Rainy
2023-01-02 21:00:00,Johannesburg,26.6,42,138,Stormy
2023-01-02 21:00:00,Cape Town,34.9,61,63,Stormy
2023-01-02 21:00:00,Durban,18.9,86,37,Stormy
2023-01-02 21:00:00,Pretoria,29.4,81,130,Sunny
2023-01-02 21:00:00,Bloemfontein,31.9,45,55,Sunny
2023-01-02 22:00:00,Johannesburg,14.9,84,150,Sunny
2023-01-02 22:00:00,Cape Town,25.0,72,179,Stormy
2023-01-02 22:00:00,Durban,18.9,87,33,Rainy
2023-01-02 22:00:00,Pretoria,15.7,69,104,Sunny
2023-01-02 22:00:00,Bloemfontein,22.9,50,33,Cloudy
2023-01-02 23:00:00,Johannesburg,26.5,54,163,Cloudy
2023-01-02 23:00:00,Cape Town,22.0,77,91,Cloudy
2023-01-02 23:00:00,Durban,24.3,41,108,Foggy
2023-01-02 23:00:00,Pretoria,13.3,84,73,Stormy
2023-01-02 23:00:00,Bloemfontein,35.1,44,99,Cloudy
2023-01-03 00:00:00,Johannesburg,25.2,51,76,Stormy
2023-01-03 00:00:00,Cape Town,17.9,40,119,Cloudy
2023-01-03 00:00:00,Durban,20.9,50,129,Rainy
2023-01-03 00:00:00,Pretoria,22.7,52,32,Stormy
2023-01-03 00:00:00,Bloemfontein,21.3,49,34,Cloudy
2023-01-03 01:00:00,Johannesburg,20.0,62,167,Sunny
2023-01-03 01:00:00,Cape Town,19.0,76,102,Stormy
2023-01-03 01:00:00,Durban,25.8,56,38,Foggy
2023-01-03 01:00:00,Pretoria,18.4,74,123,Sunny
2023-01-03 01:00:00,Bloemfontein,34.2,70,78,Sunny
2023-01-03 02:00:00,Johannesburg,24.3,89,107,Foggy
2023-01-03 02:00:00,Cape Town,25.2,50,166,Sunny
2023-01-03 02:00:00,Durban,19.5,40,69,Sunny
2023-01-03 02:00:00,Pretoria,15.8,61,89,Cloudy
2023-01-03 02:00:00,Bloemfontein,21.4,80,43,Cloudy
2023-01-03 03:00:00,Johannesburg,22.6,69,64,Stormy
2023-01-03 03:00:00,Cape Town,24.0,53,91,Stormy
2023-01-03 03:00:00,Durban,19.9,43,118,Stormy
2023-01-03 03:00:00,Pretoria,20.6,79,101,Cloudy
2023-01-03 03:00:00,Bloemfontein,26.7,78,133,Stormy
2023-01-03 04:00:00,Johannesburg,18.6,77,126,Sunny
2023-01-03 04:00:00,Cape Town,10.8,62,92,Cloudy
2023-01-03 04:00:00,Durban,14.1,72,82,Stormy
2023-01-03 04:00:00,Pretoria,22.1,79,133,Sunny
2023-01-03 04:00:00,Bloemfontein,17.6,45,96,Stormy
2023-01-03 05:00:00,Johannesburg,23.4,46,71,Rainy
2023-01-03 05:00:00,Cape Town,23.7,68,62,Stormy
2023-01-03 05:00:00,Durban,19.9,69,67,Rainy
2023-01-03 05:00:00,Pretoria,26.1,66,62,Stormy
2023-01-03 05:00:00,Bloemfontein,27.0,43,115,Foggy
2023-01-03 06:00:00,Johannesburg,21.7,49,126,Stormy
2023-01-03 06:00:00,Cape Town,31.2,77,170,Cloudy
2023-01-03 06:00:00,Durban,20.7,68,165,Cloudy
2023-01-03 06:00:00,Pretoria,17.1,44,76,Rainy
2023-01-03 06:00:00,Bloemfontein,29.1,66,124,Cloudy
2023-01-03 07:00:00,Johannesburg,19.6,75,65,Sunny
2023-01-03 07:00:00,Cape Town,25.6,59,40,Foggy
2023-01-03 07:00:00,Durban,29.8,49,133,Foggy
2023-01-03 07:00:00,Pretoria,13.1,86,119,Sunny
2023-01-03 07:00:00,Bloemfontein,29.5,85,136,Rainy
2023-01-03 08:00:00,Johannesburg,23.4,57,140,Sunny
2023-01-03 08:00:00,Cape Town,16.4,79,89,Sunny
2023-01-03 08:00:00,Durban,17.6,87,97,Foggy
2023-01-03 08:00:00,Pretoria,23.0,44,149,Stormy
2023-01-03 08:00:00,Bloemfontein,19.0,48,80,Foggy
2023-01-03 09:00:00,Johannesburg,28.5,68,69,Foggy
2023-01-03 09:00:00,Cape Town,20.4,65,139,Cloudy
2023-01-03 09:00:00,Durban,19.6,75,86,Sunny
2023-01-03 09:00:00,Pretoria,15.8,79,172,Foggy
2023-01-03 09:00:00,Bloemfontein,16.5,60,82,Sunny
2023-01-03 10:00:00,Johannesburg,27.4,65,64,Cloudy
2023-01-03 10:00:00,Cape Town,19.1,64,119,Sunny
2023-01-03 10:00:00,Durban,20.9,57,120,Foggy
2023-01-03 10:00:00,Pretoria,25.1,56,157,Sunny
2023-01-03 10:00:00,Bloemfontein,20.7,63,54,Cloudy
2023-01-03 11:00:00,Johannesburg,14.5,46,117,Stormy
2023-01-03 11:00:00,Cape Town,27.2,82,179,Sunny
2023-01-03 11:00:00,Durban,18.5,65,143,Foggy
2023-01-03 11:00:00,Pretoria,16.9,59,134,Cloudy
2023-01-03 11:00:00,Bloemfontein,24.6,88,177,Foggy
2023-01-03 12:00:00,Johannesburg,18.0,79,78,Foggy
2023-01-03 12:00:00,Cape Town,21.2,46,30,Sunny
2023-01-03 12:00:00,Durban,17.6,58,91,Foggy
2023-01-03 12:00:00,Pretoria,13.9,71,58,Sunny
2023-01-03 12:00:00,Bloemfontein,14.8,55,48,Stormy
2023-01-03 13:00:00,Johannesburg,29.3,57,30,Foggy
2023-01-03 13:00:00,Cape Town,20.7,41,142,Foggy
2023-01-03 13:00:00,Durban,29.5,89,92,Foggy
2023-01-03 13:00:00,Pretoria,20.5,78,160,Rainy
2023-01-03 13:00:00,Bloemfontein,18.4,71,39,Rainy
2023-01-03 14:00:00,Johannesburg,26.2,72,116,Cloudy
2023-01-03 14:00:00,Cape Town,15.4,67,61,Rainy
2023-01-03 14:00:00,Durban,26.7,40,86,Cloudy
2023-01-03 14:00:00,Pretoria,28.4,42,101,Rainy
2023-01-03 14:00:00,Bloemfontein,22.5,42,80,Stormy
2023-01-03 15:00:00,Johannesburg,21.3,72,121,Cloudy
2023-01-03 15:00:00,Cape Town,20.2,71,117,Rainy
2023-01-03 15:00:00,Durban,20.9,53,61,Stormy
2023-01-03 15:00:00,Pretoria,23.2,43,171,Rainy
2023-01-03 15:00:00,Bloemfontein,23.3,70,84,Sunny
2023-01-03 16:00:00,Johannesburg,13.7,41,158,Sunny
2023-01-03 16:00:00,Cape Town,30.8,86,177,Stormy
2023-01-03 16:00:00,Durban,27.0,42,148,Foggy
2023-01-03 16:00:00,Pretoria,19.5,51,49,Foggy
2023-01-03 16:00:00,Bloemfontein,15.6,69,166,Sunny
2023-01-03 17:00:00,Johannesburg,30.8,73,82,Sunny
2023-01-03 17:00:00,Cape Town,23.1,61,137,Foggy
2023-01-03 17:00:00,Durban,21.5,63,110,Cloudy
2023-01-03 17:00:00,Pretoria,21.8,85,157,Foggy
2023-01-03 17:00:00,Bloemfontein,27.5,71,143,Rainy
2023-01-03 18:00:00,Johannesburg,32.8,78,51,Cloudy
2023-01-03 18:00:00,Cape Town,25.4,82,33,Rainy
2023-01-03 18:00:00,Durban,27.5,45,175,Sunny
2023-01-03 18:00:00,Pretoria,27.8,60,71,Cloudy
2023-01-03 18:00:00,Bloemfontein,13.9,56,151,Rainy
2023-01-03 19:00:00,Johannesburg,24.8,51,116,Rainy
2023-01-03 19:00:00,Cape Town,17.5,66,127,Cloudy
2023-01-03 19:00:00,Durban,17.5,51,82,Stormy
2023-01-03 19:00:00,Pretoria,12.8,85,93,Foggy
2023-01-03 19:00:00,Bloemfontein,15.6,41,83,Rainy
2023-01-03 20:00:00,Johannesburg,20.3,75,144,Foggy
2023-01-03 20:00:00,Cape Town,23.0,65,58,Foggy
2023-01-03 20:00:00,Durban,14.4,75,142,Sunny
2023-01-03 20:00:00,Pretoria,18.0,78,83,Foggy
2023-01-03 20:00:00,Bloemfontein,32.4,61,98,Rainy
2023-01-03 21:00:00,Johannesburg,20.5,72,65,Sunny
2023-01-03 21:00:00,Cape Town,15.8,82,110,Cloudy
2023-01-03 21:00:00,Durban,22.7,84,102,Rainy
2023-01-03 21:00:00,Pretoria,22.9,64,90,Sunny
2023-01-03 21:00:00,Bloemfontein,20.3,82,133,Sunny
2023-01-03 22:00:00,Johannesburg,14.2,42,137,Foggy
2023-01-03 22:00:00,Cape Town,20.0,83,131,Cloudy
2023-01-03 22:00:00,Durban,13.2,83,78,Rainy
2023-01-03 22:00:00,Pretoria,27.7,56,103,Rainy
2023-01-03 22:00:00,Bloemfontein,23.1,51,91,Foggy
2023-01-03 23:00:00,Johannesburg,31.7,55,112,Cloudy
2023-01-03 23:00:00,Cape Town,26.1,62,147,Rainy
2023-01-03 23:00:00,Durban,25.1,55,54,Cloudy
2023-01-03 23:00:00,Pretoria,23.3,65,138,Rainy
2023-01-03 23:00:00,Bloemfontein,25.7,65,76,Foggy
2023-01-04 00:00:00,Johannesburg,22.5,56,55,Stormy
2023-01-04 00:00:00,Cape Town,19.3,60,115,Rainy
2023-01-04 00:00:00,Durban,16.6,87,101,Sunny
2023-01-04 00:00:00,Pretoria,27.3,89,88,Sunny
2023-01-04 00:00:00,Bloemfontein,21.8,69,145,Stormy
2023-01-04 01:00:00,Johannesburg,25.4,78,175,Rainy
2023-01-04 01:00:00,Cape Town,33.0,53,137,Sunny
2023-01-04 01:00:00,Durban,23.7,84,127,Sunny
2023-01-04 01:00:00,Pretoria,22.4,65,137,Rainy
2023-01-04 01:00:00,Bloemfontein,27.1,78,44,Cloudy
2023-01-04 02:00:00,Johannesburg,22.9,61,170,Rainy
2023-01-04 02:00:00,Cape Town,28.9,57,45,Cloudy
2023-01-04 02:00:00,Durban,27.1,41,84,Stormy
2023-01-04 02:00:00,Pretoria,21.0,74,63,Foggy
2023-01-04 02:00:00,Bloemfontein,25.6,74,152,Stormy
2023-01-04 03:00:00,Johannesburg,22.2,78,75,Foggy
2023-01-04 03:00:00,Cape Town,28.1,68,91,Sunny
2023-01-04 03:00:00,Durban,18.6,83,45,Sunny
2023-01-04 03:00:00,Pretoria,19.8,78,113,Sunny
2023-01-04 03:00:00,Bloemfontein,29.3,44,94,Cloudy
2023-01-04 04:00:00,Johannesburg,19.9,53,149,Foggy
2023-01-04 04:00:00,Cape Town,20.6,69,97,Sunny
2023-01-04 04:00:00,Durban,25.3,87,102,Rainy
2023-01-04 04:00:00,Pretoria,30.1,54,78,Foggy
2023-01-04 04:00:00,Bloemfontein,17.2,76,90,Foggy
2023-01-04 05:00:00,Johannesburg,20.6,76,153,Cloudy
2023-01-04 05:00:00,Cape Town,26.9,85,117,Stormy
2023-01-04 05:00:00,Durban,20.9,50,91,Cloudy
2023-01-04 05:00:00,Pretoria,16.4,43,88,Sunny
2023-01-04 05:00:00,Bloemfontein,23.9,47,177,Rainy
2023-01-04 06:00:00,Johannesburg,19.6,84,139,Rainy
2023-01-04 06:00:00,Cape Town,25.0,49,136,Sunny
2023-01-04 06:00:00,Durban,19.4,88,32,Rainy
2023-01-04 06:00:00,Pretoria,19.0,45,34,Cloudy
2023-01-04 06:00:00,Bloemfontein,29.1,56,32,Cloudy
2023-01-04 07:00:00,Johannesburg,19.1,71,42,Sunny
2023-01-04 07:00:00,Cape Town,23.0,48,97,Rainy
2023-01-04 07:00:00,Durban,14.4,53,130,Foggy
2023-01-04 07:00:00,Pretoria,18.9,48,105,Stormy
2023-01-04 07:00:00,Bloemfontein,20.1,81,38,Foggy
2023-01-04 08:00:00,Johannesburg,24.5,50,153,Cloudy
2023-01-04 08:00:00,Cape Town,21.0,54,67,Cloudy
2023-01-04 08:00:00,Durban,26.4,65,175,Cloudy
2023-01-04 08:00:00,Pretoria,17.2,45,66,Cloudy
2023-01-04 08:00:00,Bloemfontein,25.5,44,110,Stormy
2023-01-04 09:00:00,Johannesburg,16.7,89,69,Sunny
2023-01-04 09:00:00,Cape Town,22.2,42,85,Cloudy
2023-01-04 09:00:00,Durban,27.2,79,127,Rainy
2023-01-04 09:00:00,Pretoria,27.5,72,35,Stormy
2023-01-04 09:00:00,Bloemfontein,22.7,63,176,Cloudy
2023-01-04 10:00:00,Johannesburg,20.1,87,42,Rainy
2023-01-04 10:00:00,Cape Town,24.7,82,74,Cloudy
2023-01-04 10:00:00,Durban,27.3,66,36,Sunny
2023-01-04 10:00:00,Pretoria,27.8,44,74,Stormy
2023-01-04 10:00:00,Bloemfontein,21.2,82,68,Sunny
2023-01-04 11:00:00,Johannesburg,22.7,70,111,Stormy
2023-01-04 11:00:00,Cape Town,24.1,68,41,Cloudy
2023-01-04 11:00:00,Durban,24.0,78,42,Cloudy
2023-01-04 11:00:00,Pretoria,23.0,56,133,Stormy
2023-01-04 11:00:00,Bloemfontein,22.2,70,127,Rainy
2023-01-04 12:00:00,Johannesburg,25.2,74,99,Rainy
2023-01-04 12:00:00,Cape Town,32.8,58,103,Cloudy
2023-01-04 12:00:00,Durban,27.9,67,89,Cloudy
2023-01-04 12:00:00,Pretoria,20.8,54,66,Sunny
2023-01-04 12:00:00,Bloemfontein,19.8,66,46,Cloudy
2023-01-04 13:00:00,Johannesburg,23.0,51,179,Stormy
2023-01-04 13:00:00,Cape Town,20.8,61,149,Rainy
2023-01-04 13:00:00,Durban,31.2,57,79,Rainy
2023-01-04 13:00:00,Pretoria,32.1,51,36,Sunny
